ID,designation_header,strain_number_header,is_type_strain_header,species,genus
20503,"So ce656",,0,"Sorangium cellulosum",Sorangium
12261,"So ce391","DSM 53387",0,"Sorangium cellulosum",Sorangium
21120,"So ce860",,0,"Sorangium cellulosum",Sorangium
21660,"So ce902",,0,"Sorangium cellulosum",Sorangium
19357,"So ce1775",,0,"Sorangium cellulosum",Sorangium
20086,"So ce730",,0,"Sorangium cellulosum",Sorangium
20689,"So ce1316",,0,"Sorangium cellulosum",Sorangium
12293,"So ce431","DSM 53421",0,"Sorangium cellulosum",Sorangium
21152,"So ce871",,0,"Sorangium cellulosum",Sorangium
21710,"So ce1290",,0,"Sorangium cellulosum",Sorangium
19391,"So ce1716",,0,"Sorangium cellulosum",Sorangium
20131,"So ce777",,0,"Sorangium cellulosum",Sorangium
20775,"So ce1379",,0,"Sorangium cellulosum",Sorangium
12325,"So ce491","DSM 53454",0,"Sorangium cellulosum",Sorangium
21264,"So ce1116",,0,"Sorangium cellulosum",Sorangium
21988,"So ce20",,0,"Sorangium cellulosum",Sorangium
19462,"So ce536",,0,"Sorangium cellulosum",Sorangium
20208,"So ce1614",,0,"Sorangium cellulosum",Sorangium
20834,"So ce1340",,0,"Sorangium cellulosum",Sorangium
12357,"So ce544","DSM 53486",0,"Sorangium cellulosum",Sorangium
21337,"So ce1157",,0,"Sorangium cellulosum",Sorangium
18218,"So ce1569",,0,"Sorangium cellulosum",Sorangium
19664,"So ce1823",,0,"Sorangium cellulosum",Sorangium
20253,"So ce1689",,0,"Sorangium cellulosum",Sorangium
12133,"So ce180","DSM 53254",0,"Sorangium cellulosum",Sorangium
20926,"So ce1442",,0,"Sorangium cellulosum",Sorangium
12086,"So ce58","DSM 53193",0,"Sorangium cellulosum",Sorangium
12389,"So ce1208","DSM 53518",0,"Sorangium cellulosum",Sorangium
21395,"So ce1196",,0,"Sorangium cellulosum",Sorangium
22218,"So ce1022",,0,"Sorangium cellulosum",Sorangium
18355,"So ce109",,0,"Sorangium cellulosum",Sorangium
19832,"So ce1599",,0,"Sorangium cellulosum",Sorangium
12165,"So ce233","DSM 53286",0,"Sorangium cellulosum",Sorangium
21013,"So ce1499",,0,"Sorangium cellulosum",Sorangium
12421,"So ce1659","DSM 53550",0,"Sorangium cellulosum",Sorangium
21429,"So ce930",,0,"Sorangium cellulosum",Sorangium
22257,"So ce1003",,0,"Sorangium cellulosum",Sorangium
18921,"So ce1908",,0,"Sorangium cellulosum",Sorangium
19926,"So ce1512",,0,"Sorangium cellulosum",Sorangium
12198,"So ce292","DSM 53320",0,"Sorangium cellulosum",Sorangium
21058,"So ce802",,0,"Sorangium cellulosum",Sorangium
12454,"So ce1849","DSM 53583",0,"Sorangium cellulosum",Sorangium
21479,"So ce975",,0,"Sorangium cellulosum",Sorangium
19118,"So ce218",,0,"Sorangium cellulosum",Sorangium
19964,"So ce1536",,0,"Sorangium cellulosum",Sorangium
12230,"So ce338","DSM 53352",0,"Sorangium cellulosum",Sorangium
21094,"So ce845",,0,"Sorangium cellulosum",Sorangium
12486,"So ce1904","DSM 53615",0,"Sorangium cellulosum",Sorangium
21596,"So ce1216",,0,"Sorangium cellulosum",Sorangium
19314,"So ce1736",,0,"Sorangium cellulosum",Sorangium
20014,"So ce1572",,0,"Sorangium cellulosum",Sorangium
20504,"So ce655",,0,"Sorangium cellulosum",Sorangium
12262,"So ce392","DSM 53388",0,"Sorangium cellulosum",Sorangium
21121,"So ce863",,0,"Sorangium cellulosum",Sorangium
21661,"So ce903",,0,"Sorangium cellulosum",Sorangium
19358,"So ce1770",,0,"Sorangium cellulosum",Sorangium
20087,"So ce731",,0,"Sorangium cellulosum",Sorangium
20692,"So ce1318",,0,"Sorangium cellulosum",Sorangium
12294,"So ce432","DSM 53422",0,"Sorangium cellulosum",Sorangium
21153,"So ce870",,0,"Sorangium cellulosum",Sorangium
21711,"So ce1291",,0,"Sorangium cellulosum",Sorangium
19392,"So ce1717",,0,"Sorangium cellulosum",Sorangium
20132,"So ce776",,0,"Sorangium cellulosum",Sorangium
20776,"So ce1374",,0,"Sorangium cellulosum",Sorangium
12326,"So ce492","DSM 53455",0,"Sorangium cellulosum",Sorangium
21266,"So ce1115",,0,"Sorangium cellulosum",Sorangium
21992,"So ce18",,0,"Sorangium cellulosum",Sorangium
19472,"So ce547",,0,"Sorangium cellulosum",Sorangium
20209,"So ce1612",,0,"Sorangium cellulosum",Sorangium
20835,"So ce1347",,0,"Sorangium cellulosum",Sorangium
12358,"So ce545","DSM 53487",0,"Sorangium cellulosum",Sorangium
21338,"So ce1158",,0,"Sorangium cellulosum",Sorangium
18219,"So ce1577",,0,"Sorangium cellulosum",Sorangium
19665,"So ce1824",,0,"Sorangium cellulosum",Sorangium
20255,"So ce1696",,0,"Sorangium cellulosum",Sorangium
12134,"So ce181","DSM 53255",0,"Sorangium cellulosum",Sorangium
20931,"So ce1436",,0,"Sorangium cellulosum",Sorangium
12087,"So ce60","DSM 53194",0,"Sorangium cellulosum",Sorangium
12390,"So ce1211","DSM 53519",0,"Sorangium cellulosum",Sorangium
21396,"So ce954",,0,"Sorangium cellulosum",Sorangium
22219,"So ce1021",,0,"Sorangium cellulosum",Sorangium
19833,"So ce1598",,0,"Sorangium cellulosum",Sorangium
12166,"So ce234","DSM 53287",0,"Sorangium cellulosum",Sorangium
21014,"So ce1498",,0,"Sorangium cellulosum",Sorangium
12422,"So ce1661","DSM 53551",0,"Sorangium cellulosum",Sorangium
21439,"So ce989",,0,"Sorangium cellulosum",Sorangium
22258,"So ce1001",,0,"Sorangium cellulosum",Sorangium
18922,"So ce1909",,0,"Sorangium cellulosum",Sorangium
12199,"So ce293","DSM 53321",0,"Sorangium cellulosum",Sorangium
21059,"So ce809",,0,"Sorangium cellulosum",Sorangium
12455,"So ce1850","DSM 53584",0,"Sorangium cellulosum",Sorangium
21480,"So ce974",,0,"Sorangium cellulosum",Sorangium
19966,"So ce1539",,0,"Sorangium cellulosum",Sorangium
12231,"So ce339","DSM 53353",0,"Sorangium cellulosum",Sorangium
21095,"So ce840",,0,"Sorangium cellulosum",Sorangium
12487,"So ce1905","DSM 53616",0,"Sorangium cellulosum",Sorangium
21598,"So ce1217",,0,"Sorangium cellulosum",Sorangium
19316,"So ce1735",,0,"Sorangium cellulosum",Sorangium
20015,"So ce1571",,0,"Sorangium cellulosum",Sorangium
20505,"So ce654",,0,"Sorangium cellulosum",Sorangium
12263,"So ce393","DSM 53389",0,"Sorangium cellulosum",Sorangium
21122,"So ce862",,0,"Sorangium cellulosum",Sorangium
21662,"So ce904",,0,"Sorangium cellulosum",Sorangium
19359,"So ce1771",,0,"Sorangium cellulosum",Sorangium
20091,"So ce729",,0,"Sorangium cellulosum",Sorangium
20694,"So ce1317",,0,"Sorangium cellulosum",Sorangium
12295,"So ce433","DSM 53423",0,"Sorangium cellulosum",Sorangium
21158,"So ce890",,0,"Sorangium cellulosum",Sorangium
21723,"So ce1287",,0,"Sorangium cellulosum",Sorangium
19393,"So ce1719",,0,"Sorangium cellulosum",Sorangium
20133,"So ce775",,0,"Sorangium cellulosum",Sorangium
20777,"So ce1370",,0,"Sorangium cellulosum",Sorangium
12327,"So ce493","DSM 53456",0,"Sorangium cellulosum",Sorangium
21268,"So ce1106",,0,"Sorangium cellulosum",Sorangium
19475,"So ce541",,0,"Sorangium cellulosum",Sorangium
20210,"So ce1619",,0,"Sorangium cellulosum",Sorangium
20837,"So ce1346",,0,"Sorangium cellulosum",Sorangium
12359,"So ce546","DSM 53488",0,"Sorangium cellulosum",Sorangium
21339,"So ce1159",,0,"Sorangium cellulosum",Sorangium
22041,"So ce91",,0,"Sorangium cellulosum",Sorangium
18220,"So ce1574",,0,"Sorangium cellulosum",Sorangium
19666,"So ce1821",,0,"Sorangium cellulosum",Sorangium
20256,"So ce1698",,0,"Sorangium cellulosum",Sorangium
12135,"So ce183","DSM 53256",0,"Sorangium cellulosum",Sorangium
20932,"So ce1439",,0,"Sorangium cellulosum",Sorangium
12088,"So ce61","DSM 53195",0,"Sorangium cellulosum",Sorangium
12391,"So ce1233","DSM 53520",0,"Sorangium cellulosum",Sorangium
21397,"So ce1195",,0,"Sorangium cellulosum",Sorangium
22220,"So ce1028",,0,"Sorangium cellulosum",Sorangium
19834,"So ce1591",,0,"Sorangium cellulosum",Sorangium
12167,"So ce236","DSM 53288",0,"Sorangium cellulosum",Sorangium
21017,"So ce1495",,0,"Sorangium cellulosum",Sorangium
12423,"So ce1666","DSM 53552",0,"Sorangium cellulosum",Sorangium
21440,"So ce991",,0,"Sorangium cellulosum",Sorangium
22259,"So ce1002",,0,"Sorangium cellulosum",Sorangium
18923,"So ce1902",,0,"Sorangium cellulosum",Sorangium
19928,"So ce1519",,0,"Sorangium cellulosum",Sorangium
19929,"So ce1518",,0,"Sorangium cellulosum",Sorangium
12200,"So ce294","DSM 53322",0,"Sorangium cellulosum",Sorangium
21060,"So ce808",,0,"Sorangium cellulosum",Sorangium
12456,"So ce1851","DSM 53585",0,"Sorangium cellulosum",Sorangium
21529,"So ce1209",,0,"Sorangium cellulosum",Sorangium
19972,"So ce1541",,0,"Sorangium cellulosum",Sorangium
12232,"So ce342","DSM 53354",0,"Sorangium cellulosum",Sorangium
21096,"So ce841",,0,"Sorangium cellulosum",Sorangium
12488,"So ce1906","DSM 53617",0,"Sorangium cellulosum",Sorangium
21602,"So ce1251",,0,"Sorangium cellulosum",Sorangium
19317,"So ce1734",,0,"Sorangium cellulosum",Sorangium
20016,"So ce1573",,0,"Sorangium cellulosum",Sorangium
20506,"So ce653",,0,"Sorangium cellulosum",Sorangium
12264,"So ce394","DSM 53390",0,"Sorangium cellulosum",Sorangium
21123,"So ce865",,0,"Sorangium cellulosum",Sorangium
21663,"So ce905",,0,"Sorangium cellulosum",Sorangium
19360,"So ce1772",,0,"Sorangium cellulosum",Sorangium
20092,"So ce726",,0,"Sorangium cellulosum",Sorangium
20699,"So ce1313",,0,"Sorangium cellulosum",Sorangium
12296,"So ce434","DSM 53424",0,"Sorangium cellulosum",Sorangium
21159,"So ce891",,0,"Sorangium cellulosum",Sorangium
21724,"So ce1288",,0,"Sorangium cellulosum",Sorangium
19395,"So ce1721",,0,"Sorangium cellulosum",Sorangium
20134,"So ce774",,0,"Sorangium cellulosum",Sorangium
20778,"So ce1372",,0,"Sorangium cellulosum",Sorangium
12328,"So ce497","DSM 53457",0,"Sorangium cellulosum",Sorangium
21270,"So ce1107",,0,"Sorangium cellulosum",Sorangium
19478,"So ce538",,0,"Sorangium cellulosum",Sorangium
20211,"So ce1618",,0,"Sorangium cellulosum",Sorangium
20839,"So ce1345",,0,"Sorangium cellulosum",Sorangium
12360,"So ce548","DSM 53489",0,"Sorangium cellulosum",Sorangium
21348,"So ce1140",,0,"Sorangium cellulosum",Sorangium
22042,"So ce96",,0,"Sorangium cellulosum",Sorangium
18221,"So ce783",,0,"Sorangium cellulosum",Sorangium
19667,"So ce1822",,0,"Sorangium cellulosum",Sorangium
20257,"So ce1693",,0,"Sorangium cellulosum",Sorangium
12136,"So ce187","DSM 53257",0,"Sorangium cellulosum",Sorangium
20933,"So ce1438",,0,"Sorangium cellulosum",Sorangium
12089,"So ce69","DSM 53196",0,"Sorangium cellulosum",Sorangium
12392,"So ce1246","DSM 53521",0,"Sorangium cellulosum",Sorangium
21398,"So ce955",,0,"Sorangium cellulosum",Sorangium
22222,"So ce1027",,0,"Sorangium cellulosum",Sorangium
19835,"So ce1590",,0,"Sorangium cellulosum",Sorangium
12168,"So ce238","DSM 53289",0,"Sorangium cellulosum",Sorangium
21018,"So ce1494",,0,"Sorangium cellulosum",Sorangium
12424,"So ce1667","DSM 53553",0,"Sorangium cellulosum",Sorangium
21441,"So ce990",,0,"Sorangium cellulosum",Sorangium
22260,"So ce1000",,0,"Sorangium cellulosum",Sorangium
18925,"So ce1903",,0,"Sorangium cellulosum",Sorangium
159848,,"DSM 105767, NCCB 100641, Soce 362",1,"Sorangium dawidii",Sorangium
159800,ERS2489001,"DSM 105741, NCCB 100642, Soce 375",1,"Sorangium kenyense",Sorangium
159801,ERS2501484,"DSM 105742, NCCB 100638, Soce GT47",1,"Sorangium orientale",Sorangium
159802,ERS2489003,"DSM 105769, NCCB 100644, Soce 1828",1,"Sorangium reichenbachii",Sorangium
19136,"So d8",,0,"Sorangium sp.",Sorangium
19137,"So d9",,0,"Sorangium sp.",Sorangium
19138,"So d1",,0,"Sorangium sp.",Sorangium
19139,"So d5",,0,"Sorangium sp.",Sorangium
157944,"So D 10","DSM 53768",0,"Sorangium sp.",Sorangium
139809,,,0,"Sorangium sp.",Sorangium
139810,,,0,"Sorangium sp.",Sorangium
21452,"So d10",,0,"Sorangium sp.",Sorangium
139811,,,0,"Sorangium sp.",Sorangium
18776,"So c1",,0,"Sorangium sp.",Sorangium
19134,"So d6",,0,"Sorangium sp.",Sorangium
19135,"So d7",,0,"Sorangium sp.",Sorangium
170621,SM1973,"MCCC 1K04833, KCTC 72846",1,"Spartinivicinus marinus",Spartinivicinus
166939,S2-4-­1H,"KCTC 72148, MCCC 1K03745",1,"Spartinivicinus ruber",Spartinivicinus
158504,C1-50,"DSM 100066, KCTC 39557",1,"Specibacter cremeus",Specibacter
23809,D3-40,"DSM 26341, KCTC 29141, JCM 31495",1,"Spelaeicoccus albus",Spelaeicoccus
140868,N74,"BCC 77604, NBRC 111481, DSM 111736",1,"Sphaerimonospora cavernae",Sphaerimonospora
16526,"T-1, A-0151","DSM 43048, ATCC 27303, JCM 3151, KCC A-0151, NBRC 14179, BCRC 12464, CBS 265.72, CIP 105593, HUT 6621, IFM 1287, IFO 14179, IMSNU 22109, KCTC 9241, NCIMB 11544, NRRL B-16986, PCM 2580, VKM Ac-1953, VTT E-89374, CCRC 12464",1,"Sphaerimonospora mesophila",Sphaerimonospora
140880,NN276,"BCC 41490, NBRC 107569, DSM 111644, NRRL B-24806",1,"Sphaerimonospora thailandensis",Sphaerimonospora
158028,NEAU-HRGS1-10,"DSM 104915, CGMCC 4.7401",0,"Sphaerimonospora triticiradicis",Sphaerimonospora
16627,,"DSM 45172, BCC 39202, CCTCC AA 208026, JCM 16907, TBRC 579, YIM 48782",1,"Sphaerisporangium album",Sphaerisporangium
132278,NEAU-GQTH1-3,"DSM 102132, CGMCC 4.7199, JCM 30346",1,"Sphaerisporangium aureirubrum",Sphaerisporangium
16623,"Chas Pfizer Inc. SS 1405","DSM 44094, ATCC 31213, JCM 3291, KCC A-0291, BCC 36480, BCRC 13396, CGMCC 4.5522, IMSNU 22115, TBRC 572, VKM Ac-1995",1,"Sphaerisporangium cinnabarinum",Sphaerisporangium
130797,NEAU-YHS15,"DSM 46723, CGMCC 4.7148",1,"Sphaerisporangium corydalis",Sphaerisporangium
130737,NEAU-CY18,"DSM 46736, CGMCC 4.7132, JCM 33407, NEAU-CY18",1,"Sphaerisporangium dianthi",Sphaerisporangium
16626,,"DSM 45170, BCC 39201, JCM 16908, KCTC 19393, TBRC 576, YIM 48771",1,"Sphaerisporangium flaviroseum",Sphaerisporangium
16628,"A-T 0308","DSM 45790, BCC 21702, NBRC 107571",1,"Sphaerisporangium krabiense",Sphaerisporangium
16624,3-28(8),"DSM 44954, JCM 13064, NBRC 107356, BCC 36478, CGMCC 4.5528",1,"Sphaerisporangium melleum",Sphaerisporangium
161310,,"JCM 13065",0,"Sphaerisporangium melleum",Sphaerisporangium
161311,,"JCM 13066",0,"Sphaerisporangium melleum",Sphaerisporangium
161312,,"JCM 13068",0,"Sphaerisporangium melleum",Sphaerisporangium
170309,"NEAU ZS1","JCM 35655, CCTCC AA 2021019",1,"Sphaerisporangium perillae",Sphaerisporangium
158369,NEAU-mq3,"DSM 106198, CGMCC 4.7429, JCM 32389",1,"Sphaerisporangium rhizosphaerae",Sphaerisporangium
16625,3D-72(35),"DSM 44936, JCM 13067, BCC 36479, CGMCC 4.5529, TBRC 573",1,"Sphaerisporangium rubeum",Sphaerisporangium
130736,R10-82,"DSM 46862, BCC 51287, NBRC 109079",1,"Sphaerisporangium rufum",Sphaerisporangium
16629,SR14.14,"DSM 45784, BCC 41491, NBRC 107570, NRRL B-24805",1,"Sphaerisporangium siamense",Sphaerisporangium
16621,"FYU S-20, MB-T 8","DSM 43801, ATCC 33328, CBS 432.61, JCM 3027, KCC A-0027, NRRL B-2636, BCC 36188, BCRC 13359, CGMCC 4.1344, CGMCC 4.2115, CGMCC 4.5519, IFO 13987, KCTC 9435, NBRC 13987, RIA 768, TBRC 574, VKM Ac-679",1,"Sphaerisporangium viridialbum",Sphaerisporangium
16622,"FYU S2-24, S2-24","DSM 46131, CBS 802.70, IFO 13988, IMET 9019, JCM 3116, KCC A-0116, NBRC 13988, BCRC 13362, CGMCC 4.2066, IMSNU 22047, KCTC 9238",0,"Sphaerisporangium viridialbum",Sphaerisporangium
14090,"S 6022","DSM 20745, ATCC 49802",1,"Sphaerobacter thermophilus",Sphaerobacter
140128,GLS2,"DSM 26261, VKM B-2742",1,"Sphaerochaeta associata",Sphaerochaeta
14350,SPN1,"DSM 17374, ATCC BAA-1237",1,"Sphaerochaeta coccoides",Sphaerochaeta
14351,Buddy,"DSM 22777, ATCC BAA-1886",1,"Sphaerochaeta globosa",Sphaerochaeta
167423,,"KCTC 15833, VKM B-3269",1,"Sphaerochaeta halotolerans",Sphaerochaeta
14352,Grapes,"DSM 22778, ATCC BAA-1885",1,"Sphaerochaeta pleomorpha",Sphaerochaeta
169660,PS,"DSM 26296",0,"Sphaerochaeta sp.",Sphaerochaeta
17941,LT,"DSM 566, ATCC 29330",1,"Sphaerotilus hippei",Sphaerotilus
17940,HS,"DSM 21226, VKM B-2519",1,"Sphaerotilus montanus",Sphaerotilus
17939,ST,"DSM 565, ATCC 29329",0,"Sphaerotilus montanus",Sphaerotilus
162905,,"JCM 20382, ATCC 15291, IAM 12068, IFO 13543, NBRC 13543",0,"Sphaerotilus natans",Sphaerotilus
17937,6,"DSM 6575, ATCC 13338, LMG 7172",1,"Sphaerotilus natans",Sphaerotilus
131182,D-501,"DSM 22545, VKM B-2573",1,"Sphaerotilus natans subsp. sulfidivorans",Sphaerotilus
131171,D-507,"DSM 22546",0,"Sphaerotilus sp.",Sphaerotilus
133270,YLT33,"CCTCC AB 2015150, KCTC 42644",1,"Sphingoaurantiacus capsulatus",Sphingoaurantiacus
158203,"MC 3718","DSM 107189, CCTCCAB 2014274, LMG 28636",1,"Sphingoaurantiacus polygranulatus",Sphingoaurantiacus
14130,,"DSM 22362, LMG 25273, WCC 4521",1,"Sphingobacterium alimentarium",Sphingobacterium
140595,Y3L14,"CGMCC 1.15782, KCTC 52379",1,"Sphingobacterium alkalisoli",Sphingobacterium
134376,"CW 186","KCTC 22209, CCTCC AB 207197",1,"Sphingobacterium anhuiense",Sphingobacterium
164294,,"JCM 32543, CGMCC 1.13466",1,"Sphingobacterium athyrii",Sphingobacterium
158691,YK2,"MTCC 12631, KCTC 52685, JCM 31951",1,"Sphingobacterium bovisgrunnientis",Sphingobacterium
170223,"WQ 366","KCTC 82395, CCTCC AA 2020029",1,"Sphingobacterium bovistauri",Sphingobacterium
133928,DC-8,"CCTCC AB 2012020, KACC 16850",1,"Sphingobacterium caeni",Sphingobacterium
168365,5.0403-2,"CCTCC AB 2019257, KCTC 62981",1,"Sphingobacterium cavernae",Sphingobacterium
133096,R-53603,"DSM 102028, LMG 28764",1,"Sphingobacterium cellulitidis",Sphingobacterium
134056,N7,"CCTCC AB 2012100, KACC 16854",1,"Sphingobacterium changzhouense",Sphingobacterium
166681,IMCC25678,"NBRC 113130, KACC 19485",1,"Sphingobacterium chungjuense",Sphingobacterium
133248,DH-5,"ACCC 19856, KCTC 42746",1,"Sphingobacterium chuzhouense",Sphingobacterium
133255,CC-YY411,"BCRC 80430, JCM 18407",1,"Sphingobacterium cibi",Sphingobacterium
133808,No.6,"KCTC 22613, JCM 16113",1,"Sphingobacterium cladoniae",Sphingobacterium
154125,T5-12,"CCUG 52467, KCTC 12578, LMG 23401",1,"Sphingobacterium composti",Sphingobacterium
14128,4M24,"DSM 18850, KACC 11313, JCM 16391, NBRC 106383",1,"Sphingobacterium composti",Sphingobacterium
169143,2c-3,"CFCC 11898, KCTC 52798",1,"Sphingobacterium corticibacter",Sphingobacterium
167247,30C10-4-7,"KCTC 52797, CFCC 13069",1,"Sphingobacterium corticibacterium",Sphingobacterium
140793,23D10-4-9,"CFCC 12640, KCTC 42248, CFCC 12460",1,"Sphingobacterium corticis",Sphingobacterium
137380,TR6-04,"CIP 109390, CCUG 52468, KCTC 12579, LMG 23402",1,"Sphingobacterium daejeonense",Sphingobacterium
133774,6.2S,"CECT 7938, LMG 26465",1,"Sphingobacterium detergens",Sphingobacterium
166408,NYYP31,"CGMCC 1.16979, NBRC 114258",1,"Sphingobacterium endophyticum",Sphingobacterium
166961,C459-1,"KCTC 82381, CGMCC 1.18716",1,"Sphingobacterium faecale",Sphingobacterium
14124,"KS 0470","DSM 11690, CIP 104193, IFO 15299, NBRC 15299, JCM 21820, IAM 15376, LMG 14022, NCIMB 13408",1,"Sphingobacterium faecium",Sphingobacterium
161867,,"JCM 16722, KACC 14526",1,"Sphingobacterium ginsenosidimutans",Sphingobacterium
141086,SCU-B140,"KCTC 42158, CGMCC 1.12966",1,"Sphingobacterium griseoflavum",Sphingobacterium
159833,5JN-11,"ACCC 60072, KCTC 62457",1,"Sphingobacterium haloxyli",Sphingobacterium
133690,XH4,"NRRL B-59204, CCTCC AB 209007",1,"Sphingobacterium hotanense",Sphingobacterium
146529,,"CCUG 31377",0,"Sphingobacterium hotanense",Sphingobacterium
158555,D1,"KACC 18595, JCM 31225",1,"Sphingobacterium humi",Sphingobacterium
166545,Kb22,"LMG 31574, NCAIM B.02638",1,"Sphingobacterium hungaricum",Sphingobacterium
133193,GJ30-7,"KACC 18625, JCM 30948",1,"Sphingobacterium jejuense",Sphingobacterium
134364,10C,"JCM 14970, NCIMB 14398",1,"Sphingobacterium kitahiroshimense",Sphingobacterium
133641,02/01/02,"KEMC 2241-005, JCM 16704",1,"Sphingobacterium kyonggiense",Sphingobacterium
14131,,"DSM 22361, LMG 25272, WCC 4512",1,"Sphingobacterium lactis",Sphingobacterium
139437,68-80,"CIP 111045",0,"Sphingobacterium lactis",Sphingobacterium
166824,DN04309,"GDMCC 1.1984, KCTC 82348",1,"Sphingobacterium litopenaei",Sphingobacterium
166620,1.3611,"CCTCC AB 2018349, KCTC 62980",1,"Sphingobacterium lumbrici",Sphingobacterium
168168,DN00404,"KACC 21924, GDMCC 1.1865",1,"Sphingobacterium micropteri",Sphingobacterium
14126,"Teraoka, K M 1203","NCTC 12149, DSM 11724, ATCC 33299, CCUG 15907, GIFU 1203, IFO 14946, LMG 8340, NBRC 14946, JCM 21155, CIP 101122, IAM 14315",1,"Sphingobacterium mizutaii",Sphingobacterium
173182,Namsol,"CIP 109973",0,"Sphingobacterium mizutaii",Sphingobacterium
144839,,"CCUG 26768",0,"Sphingobacterium mizutaii",Sphingobacterium
142958,,"CCUG 15908",0,"Sphingobacterium mizutaii",Sphingobacterium
163793,,"JCM 30424, CCTCC AB 2014317, KCTC 42503",1,"Sphingobacterium mucilaginosum",Sphingobacterium
14120,"B5533, 30-83","DSM 11691, ATCC 33613, GIFU 2812, IFO 14947, NBRC 14947, NCTC 11343, CCUG 11736, JCM 21156, CDC B5533, CIP 100541, IAM 14316, LMG 8342, NRRL B-14861, KCTC 2289",1,"Sphingobacterium multivorum",Sphingobacterium
146152,,"CCUG 30469",0,"Sphingobacterium multivorum",Sphingobacterium
142414,,"CCUG 12419",0,"Sphingobacterium multivorum",Sphingobacterium
14119,"LRA 260776, LRA 026 07 76","DSM 6175, ATCC 35656, CIP 103686",0,"Sphingobacterium multivorum",Sphingobacterium
147844,,"CCUG 34359",0,"Sphingobacterium multivorum",Sphingobacterium
14121,65-80,"DSM 15469, NCTC 11034, ATCC 33613, CIP 80.53, ATCC 33298, GIFU 926",0,"Sphingobacterium multivorum",Sphingobacterium
